id,Understandable,Natural,Maintains Context,Engaging,Uses Knowledge,Overall,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
28_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.353618860244751,-3.2939441204071045,[0.49553948640823364],[0.6152075529098511],[0.5489271879196167],[0.21052631578947367],[0.5],[0.2962962921262003],[0.0],[0.0],[0.0],[0.21052631578947367],[0.5],[0.2962962921262003],[0.21276595744680854],[1.1896457329133973e-231],[-0.023658447742471056],0.2124337909209627,0.9029036712243034,0.7468769779907363,0.888585904401832,0.8461221845389573
29_KV-MemNN,1.0,3.0,3.0,2.0,0.0,4.0,-2.4362616539001465,-3.7153396606445312,[0.7537540793418884],[0.7284010052680969],[0.7408607602119446],[0.25],[0.2857142857142857],[0.266666661688889],[0.0],[0.0],[0.0],[0.25],[0.2857142857142857],[0.266666661688889],[0.14084507042253522],[1.0832677820940877e-231],[0.5059835198393902],0.1346325757740582,0.6861898921127417,0.7037060768841317,0.9247514653401083,0.771549144778994
29_Seq2Seq,0.6666666666666666,1.6666666666666667,3.0,2.333333333333333,1.0,3.333333333333333,-4.187443733215332,-5.144536018371582,[0.45753851532936096],[0.5493740439414978],[0.4992683529853821],[0.08333333333333333],[0.14285714285714285],[0.10526315324099744],[0.0],[0.0],[0.0],[0.08333333333333333],[0.14285714285714285],[0.10526315324099744],[0.06493506493506494],[9.418382295637229e-232],[0.10685107927606785],0.1887114401781719,0.1093658140268064,0.6554696744464831,0.49816341540985754,0.42099963462771567
29_Language Model,1.0,3.0,3.0,2.0,0.0,4.0,-2.5018310546875,-3.4632132053375244,[0.6737526655197144],[0.6654126644134521],[0.6695566773414612],[0.14285714285714285],[0.14285714285714285],[0.14285713785714302],[0.0],[0.0],[0.0],[0.14285714285714285],[0.14285714285714285],[0.14285713785714302],[0.06944444444444445],[1.0518351895246305e-231],[0.4602654245584249],0.3828514938654648,0.8515810020146785,0.8470902451788391,0.8684266959561278,0.8556993143832151
29_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.698751211166382,-4.399533271789551,[0.4229314923286438],[0.3860292434692383],[0.40363866090774536],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1.0518351895246305e-231],[0.042293884952426475],0.054321624281934,0.652532623716438,0.6892077064870996,0.488561043610418,0.6101004579379852
30_KV-MemNN,1.0,3.0,3.0,2.333333333333333,0.0,4.0,-3.849004030227661,-5.1679511070251465,[0.7397817373275757],[0.5958682298660278],[0.6600717902183533],[0.6666666666666666],[0.3076923076923077],[0.4210526272576177],[0.2],[0.08333333333333333],[0.11764705467128042],[0.6666666666666666],[0.3076923076923077],[0.4210526272576177],[0.3378787878787879],[1.384292958842266e-231],[0.20695574430337282],0.2945227493930618,0.9158174445076623,0.9097080626052821,0.8936259392663982,0.9063838154597809
30_Seq2Seq,0.6666666666666666,1.6666666666666667,2.6666666666666665,2.333333333333333,0.6666666666666666,2.6666666666666665,-2.358715534210205,-3.2497634887695312,[0.4357473850250244],[0.41436198353767395],[0.42478570342063904],[0.125],[0.07692307692307693],[0.0952380905215422],[0.0],[0.0],[0.0],[0.125],[0.07692307692307693],[0.0952380905215422],[0.07142857142857142],[1.2395288183339461e-231],[0.030233022057450598],0.856467424253849,0.1601888817567944,0.457935623932058,0.14718229621139445,0.2551022673000823
30_Language Model,1.0,3.0,3.0,2.6666666666666665,0.0,3.6666666666666665,-3.166994571685791,-3.974322557449341,[0.6267435550689697],[0.5364608764648438],[0.5780985355377197],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.036764705882352935],[1.2183324802375697e-231],[0.06001510824750711],0.0468894885478328,0.7043696715329838,0.7504425827446437,0.9107900783511615,0.788534110876263
30_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.593323469161988,-4.075520515441895,[0.6831915378570557],[0.5869293212890625],[0.6314125657081604],[0.18181818181818182],[0.15384615384615385],[0.16666666170138905],[0.0],[0.0],[0.0],[0.18181818181818182],[0.15384615384615385],[0.16666666170138905],[0.145985401459854],[1.3165594234639305e-231],[0.2483868487048907],0.2377539237233746,0.7653140510032893,0.7935406843466064,0.6376972984345309,0.7321840112614756
31_KV-MemNN,0.6666666666666666,1.6666666666666667,1.0,2.6666666666666665,0.3333333333333333,2.333333333333333,-3.7595248222351074,-3.901382446289064,[0.5334340333938599],[0.5232672095298767],[0.5283017754554749],[0.125],[0.16666666666666666],[0.14285713795918387],[0.0],[0.0],[0.0],[0.125],[0.16666666666666666],[0.14285713795918387],[0.07936507936507937],[1.1640469867513693e-231],[0.04140213822397498],0.7344647316211124,0.3158031784132432,0.6336543178235794,0.46362723919149035,0.471028245142771
31_Seq2Seq,0.0,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,-2.179839372634888,-2.645896673202514,[0.41420847177505493],[0.3265495002269745],[0.36519235372543335],[0.3333333333333333],[0.25],[0.2857142808163266],[0.0],[0.0],[0.0],[0.3333333333333333],[0.25],[0.2857142808163266],[0.125],[1.2882297539194154e-231],[0.10435732541261855],0.5189268165178236,0.3703991973292469,0.6029054166960957,0.8922516012941586,0.621852071773167
31_Language Model,1.0,2.333333333333333,1.3333333333333333,2.333333333333333,0.0,2.0,-2.425673007965088,-3.208043098449707,[0.5713315010070801],[0.5318540334701538],[0.5508863925933838],[0.25],[0.25],[0.24999999500000009],[0.0],[0.0],[0.0],[0.25],[0.25],[0.24999999500000009],[0.12295081967213116],[1.2395288183339461e-231],[0.10197673724618272],0.1082625399659205,0.6394761842147144,0.5872477584923727,0.953666089905503,0.72679667753753
31_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-1.7387394905090332,-2.3668527603149414,[0.5205902457237244],[0.5987566113471985],[0.5569441318511963],[0.23809523809523808],[0.4166666666666667],[0.3030302984022039],[0.08333333333333333],[0.18181818181818182],[0.11428570997551038],[0.19047619047619047],[0.3333333333333333],[0.24242423779614333],[0.2158273381294964],[1.091900080306308e-231],[0.10742502945334653],0.0947136692655996,0.32761648548864125,0.42977527287725814,0.9465049579934915,0.5679655721197969
32_KV-MemNN,1.0,2.6666666666666665,3.0,3.0,0.0,3.6666666666666665,-2.7878952026367188,-3.6238856315612793,[0.48805689811706543],[0.5286792516708374],[0.5075565576553345],[0.18181818181818182],[0.2],[0.1904761854875285],[0.0],[0.0],[0.0],[0.09090909090909091],[0.1],[0.09523809024943337],[0.09900990099009903],[0],[0.003468888132588832],0.5503254371163576,0.239425195243986,0.37841774045688686,0.7347363058424319,0.4508597471811016
32_Seq2Seq,0.6666666666666666,2.0,2.0,1.6666666666666667,0.0,2.6666666666666665,-3.3666534423828125,-3.992560625076294,[0.7208820581436157],[0.6831818222999573],[0.7015257477760315],[0.25],[0.2],[0.22222221728395072],[0.0],[0.0],[0.0],[0.25],[0.2],[0.22222221728395072],[0.10204081632653061],[1.2882297539194154e-231],[0.4542005931567302],0.7562956985521759,0.025188107093496084,0.050568465419672706,0.9286677782037892,0.33480811690565265
32_Language Model,1.0,2.6666666666666665,2.6666666666666665,2.333333333333333,0.0,3.0,-2.2753076553344727,-2.8307249546051025,[0.5715975761413574],[0.5824295282363892],[0.5769627094268799],[0.3333333333333333],[0.2],[0.24999999531250006],[0.0],[0.0],[0.0],[0.3333333333333333],[0.2],[0.24999999531250006],[0.10101010101010102],[1.2508498911928379e-231],[0.25892518919073626],0.6191272524707608,0.08934563935278972,0.18570235734206114,0.8443125205063016,0.37312017240038414
32_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-5.040802955627441,-3.889115810394287,[0.48742371797561646],[0.5781433582305908],[0.5289217233657837],[0.08333333333333333],[0.1],[0.09090908595041348],[0.0],[0.0],[0.0],[0.08333333333333333],[0.1],[0.09090908595041348],[0.09803921568627452],[1.1640469867513693e-231],[0.131831982431455],0.4137180004367379,0.04478574959175046,0.0808508572588129,0.8809429269088653,0.3355265112531429
33_KV-MemNN,1.0,2.6666666666666665,2.333333333333333,3.0,0.0,4.0,-4.206850051879883,-3.723561763763428,[0.49587637186050415],[0.49578118324279785],[0.4958287477493286],[0.07142857142857142],[0.09090909090909091],[0.0799999950720003],[0.0],[0.0],[0.0],[0.07142857142857142],[0.09090909090909091],[0.0799999950720003],[0.16163793103448276],[1.0669733992029681e-231],[-0.034197153839815586],0.0345339405083992,0.8052267214905325,0.43656630080171765,0.8432849443474191,0.6950259888798898
33_Seq2Seq,1.0,3.0,2.6666666666666665,3.0,1.0,4.666666666666667,-3.070974349975586,-3.836478710174561,[0.45199090242385864],[0.47972339391708374],[0.465444415807724],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.04504504504504504],[1.1640469867513693e-231],[0.06139407485822601],0.0492597968769341,0.41676081549154986,0.46550209740724513,0.9044198876627287,0.5955609335205079
33_Language Model,0.6666666666666666,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.0,3.333333333333333,-2.840698003768921,-3.2710983753204346,[0.4888690710067749],[0.47562646865844727],[0.4821568727493286],[0.09090909090909091],[0.09090909090909091],[0.09090908590909119],[0.0],[0.0],[0.0],[0.09090909090909091],[0.09090909090909091],[0.09090908590909119],[0.1674107142857143],[1.1409851298103347e-231],[0.012577642719797],0.0395660133454597,0.6111179989313812,0.5723582490760456,0.9483367441413636,0.7106043307162634
33_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-2.115065574645996,-2.692707300186157,[0.4963545501232147],[0.5481740236282349],[0.5209788680076599],[0.09523809523809523],[0.18181818181818182],[0.12499999548828142],[0.047619047619047616],[0.1],[0.06451612466181092],[0.09523809523809523],[0.18181818181818182],[0.12499999548828142],[0.15243902439024393],[9.788429383461836e-232],[0.0016534653272556321],0.0427697520923925,0.47624508246069774,0.40721928595379786,0.6192853667512762,0.5009165783885906
34_KV-MemNN,1.0,3.0,3.0,3.0,1.0,5.0,-2.216415882110596,-4.694153785705566,[0.6197178363800049],[0.48309510946273804],[0.5429436564445496],[0.2],[0.08333333333333333],[0.11764705467128042],[0.0],[0.0],[0.0],[0.2],[0.08333333333333333],[0.11764705467128042],[0.06666666666666667],[1.1640469867513693e-231],[0.06360794939265413],0.5254894941727928,0.1304957669144382,0.4715553140323119,0.44373497318843474,0.348595351378395
34_Seq2Seq,1.0,3.0,3.0,3.0,0.3333333333333333,4.0,-2.5463197231292725,-3.2140049934387207,[0.5251913070678711],[0.4683395028114319],[0.49513882398605347],[0.2],[0.16666666666666666],[0.18181817685950424],[0.0],[0.0],[0.0],[0.2],[0.16666666666666666],[0.18181817685950424],[0.06493506493506494],[1.2183324802375697e-231],[0.009764979021480436],0.1393417718153758,0.46101673376229474,0.4903692175458653,0.9427688134419303,0.6313849215833635
34_Language Model,1.0,3.0,3.0,3.0,0.0,3.6666666666666665,-2.718767642974853,-3.314089775085449,[0.6149020791053772],[0.5392138957977295],[0.5745761394500732],[0.18181818181818182],[0.16666666666666666],[0.1739130384877128],[0.0],[0.0],[0.0],[0.18181818181818182],[0.16666666666666666],[0.1739130384877128],[0.0949367088607595],[1.1200407237786664e-231],[0.09284086716464723],0.2321130248124928,0.5157059129661142,0.5327436927251015,0.9452366135529119,0.6645620730813758
34_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-2.384324550628662,-3.5062060356140137,[0.6082086563110352],[0.536621630191803],[0.5701770186424255],[0.2222222222222222],[0.16666666666666666],[0.19047618557823143],[0.0],[0.0],[0.0],[0.2222222222222222],[0.16666666666666666],[0.19047618557823143],[0.06535947712418301],[1.0518351895246305e-231],[0.14620537161804004],0.4898844666673073,0.5180256474531558,0.4585206681223622,0.8859473373012325,0.6208312176255836
35_KV-MemNN,1.0,3.0,2.0,3.0,0.6666666666666666,3.6666666666666665,-4.835216045379639,-4.862998962402344,[0.4857211410999298],[0.4757079482078552],[0.48066240549087524],[0.16666666666666666],[0.09090909090909091],[0.11764705425605555],[0.0],[0.0],[0.0],[0.16666666666666666],[0.09090909090909091],[0.11764705425605555],[0.03546099290780142],[1.1640469867513693e-231],[-0.00906121382331948],0.2083424248982099,0.5361427808138147,0.6458221871265722,0.024913945455574994,0.4022929711319873
35_Seq2Seq,1.0,3.0,2.333333333333333,3.0,1.0,4.0,-2.887362241744995,-3.742711782455444,[0.49569353461265564],[0.4601273536682129],[0.4772486984729767],[0.125],[0.09090909090909091],[0.1052631530193908],[0.0],[0.0],[0.0],[0.125],[0.09090909090909091],[0.1052631530193908],[0.034722222222222224],[1.2508498911928379e-231],[0.06605508655451275],0.9363143244050578,0.6406755543019859,0.7597109425709861,0.8294912348356873,0.7432925772362197
35_Language Model,1.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.0,2.6666666666666665,-2.4085628986358643,-3.047826051712036,[0.5163793563842773],[0.5107195973396301],[0.513533890247345],[0.2857142857142857],[0.18181818181818182],[0.2222222174691359],[0.0],[0.0],[0.0],[0.2857142857142857],[0.18181818181818182],[0.2222222174691359],[0.10273972602739725],[1.1896457329133973e-231],[0.3031823832759776],0.5374543786198063,0.0143161495041221,0.021437970022583595,0.009431842376985815,0.015061987301230503
35_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.929467916488648,-4.174798488616943,[0.49879276752471924],[0.5705203413963318],[0.5322508811950684],[0.16666666666666666],[0.18181818181818182],[0.1739130384877128],[0.0],[0.0],[0.0],[0.16666666666666666],[0.18181818181818182],[0.1739130384877128],[0.10000000000000002],[1.1008876702055895e-231],[0.15072939889689596],0.1436670159497931,0.5281459672412956,0.3316338870684639,0.675985066241778,0.5119216401838459
36_KV-MemNN,1.0,3.0,2.0,2.6666666666666665,1.0,3.6666666666666665,-3.696303367614746,-5.239180564880371,[0.5934739112854004],[0.5536915063858032],[0.5728929042816162],[0.2222222222222222],[0.125],[0.15999999539200013],[0.0],[0.0],[0.0],[0.2222222222222222],[0.125],[0.15999999539200013],[0.06535947712418301],[1.0518351895246305e-231],[0.07378273189259932],0.5945724282746888,0.44358653532275477,0.47775984027436036,0.948577971111651,0.6233081155695888
36_Seq2Seq,1.0,2.333333333333333,2.333333333333333,2.333333333333333,1.0,3.6666666666666665,-2.1615583896636963,-2.3785340785980225,[0.6631449460983276],[0.5583940148353577],[0.606278121471405],[0.45454545454545453],[0.3125],[0.3703703655418381],[0.1],[0.06666666666666667],[0.07999999520000028],[0.36363636363636365],[0.25],[0.2962962914677641],[0.23846153846153847],[1.2882297539194154e-231],[0.23215701694197033],0.8509233949634053,0.8522904183064065,0.8185645572101494,0.8862496646967182,0.8523682134044247
36_Language Model,1.0,3.0,1.3333333333333333,2.6666666666666665,0.0,2.6666666666666665,-2.9940760135650635,-3.720610857009888,[0.6804983615875244],[0.5348824858665466],[0.5989671945571899],[0.16666666666666666],[0.0625],[0.09090908694214893],[0.0],[0.0],[0.0],[0.16666666666666666],[0.0625],[0.09090908694214893],[0.06666666666666667],[1.384292958842266e-231],[0.16953470918721802],0.066721830703728,0.4218397461406207,0.5081166598352918,0.9496650349806657,0.6265404803188593
36_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-2.300711870193481,-2.952167510986328,[0.5729337930679321],[0.5614281892776489],[0.5671226382255554],[0.13333333333333333],[0.125],[0.12903225306971924],[0.0],[0.0],[0.0],[0.13333333333333333],[0.125],[0.12903225306971924],[0.09375],[1.0832677820940877e-231],[0.11688202090866451],0.5741582453725459,0.7430054141201534,0.6531817991713436,0.9088056106424804,0.7683309413113258
37_KV-MemNN,1.0,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.0,2.0,-3.3365697860717773,-4.128574371337891,[0.47152623534202576],[0.447491854429245],[0.45919477939605713],[0.2222222222222222],[0.2222222222222222],[0.22222221722222232],[0.0],[0.0],[0.0],[0.1111111111111111],[0.1111111111111111],[0.11111110611111134],[0.13761467889908252],[0],[0.003537498258464944],0.5632228219097279,0.3449582736353285,0.805786142852781,0.8259998021279159,0.6589147395386751
37_Seq2Seq,1.0,3.0,2.0,2.6666666666666665,1.0,4.0,-3.78213119506836,-4.300496578216553,[0.4705265462398529],[0.460930198431015],[0.4656789302825928],[0.1111111111111111],[0.1111111111111111],[0.11111110611111134],[0.0],[0.0],[0.0],[0.1111111111111111],[0.1111111111111111],[0.11111110611111134],[0.09174311926605505],[1.3483065280626046e-231],[0.01782091461666957],0.2139632453061469,0.6562221721859476,0.7103602940556307,0.8314143324260937,0.7326655995558907
37_Language Model,1.0,3.0,1.3333333333333333,2.6666666666666665,0.0,3.0,-3.0969905853271484,-2.6410136222839355,[0.4787883460521698],[0.41938337683677673],[0.44712135195732117],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.04504504504504504],[9.788429383461836e-232],[0.01850776895912598],0.1814345894722105,0.5912359805530919,0.6628600461670209,0.9507528517509144,0.7349496261570091
37_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-4.039725303649902,-4.688625812530518,[0.4576525390148163],[0.5131632685661316],[0.4838208556175232],[0.17647058823529413],[0.3333333333333333],[0.23076922624260363],[0.05263157894736842],[0.1111111111111111],[0.0714285670663268],[0.17647058823529413],[0.3333333333333333],[0.23076922624260363],[0.21296296296296297],[1.012071042130996e-231],[-0.03592691541751947],0.2315355446683431,0.04969768560824678,0.4720088547205233,0.6176081726582133,0.3797715709956611
38_KV-MemNN,1.0,3.0,2.333333333333333,3.0,0.0,3.333333333333333,-2.804903984069824,-3.5684380531311035,[0.460948646068573],[0.5340272188186646],[0.4948042035102844],[0.0625],[0.09090909090909091],[0.07407406924554216],[0.0],[0.0],[0.0],[0.0625],[0.09090909090909091],[0.07407406924554216],[0.04347826086956522],[1.1988328686372911e-231],[-0.001868143111700471],0.748178660996516,0.7911278197931271,0.8409596708098079,0.9479560781630239,0.8600145229219862
38_Seq2Seq,1.0,3.0,3.0,2.333333333333333,0.0,4.333333333333333,-2.2995917797088623,-2.877881050109864,[0.6034890413284302],[0.5242754817008972],[0.5611003041267395],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.04716981132075472],[1.1200407237786664e-231],[0.14262606851171666],0.6050132799176066,0.6576032786224693,0.7453425682306225,0.9447064513797945,0.7825507660776289
38_Language Model,1.0,3.0,2.0,2.0,0.0,3.0,-2.9108006954193115,-3.477963924407959,[0.5268619656562805],[0.45927247405052185],[0.4907509386539459],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1.0832677820940877e-231],[0.037618379461541784],0.026771367585856,0.387099265154353,0.40395573633745235,0.919056802570854,0.5700372680208865
38_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.1528685092926025,-3.506756544113159,[0.5343546867370605],[0.5449322462081909],[0.5395916700363159],[0.14285714285714285],[0.18181818181818182],[0.15999999507200013],[0.0],[0.0],[0.0],[0.07142857142857142],[0.09090909090909091],[0.0799999950720003],[0.2203065134099617],[1.0669733992029681e-231],[0.17370846340738277],0.7651917451565984,0.7322499652648198,0.6248098423610177,0.854568140676009,0.7372093161006155
39_KV-MemNN,1.0,2.6666666666666665,2.0,3.0,1.0,4.0,-3.31299352645874,-3.8926477432250977,[0.4782356321811676],[0.511728823184967],[0.49441564083099365],[0.07142857142857142],[0.14285714285714285],[0.095238090793651],[0.0],[0.0],[0.0],[0.07142857142857142],[0.14285714285714285],[0.095238090793651],[0.06410256410256411],[9.257324954728539e-232],[0.04396407225006549],0.055183503186685,0.26951108471514773,0.2818634069402696,0.6631052387738609,0.4048265768097594
39_Seq2Seq,1.0,3.0,3.0,3.0,0.0,4.333333333333333,-2.621073007583618,-2.996533870697021,[0.5929782390594482],[0.588699221611023],[0.5908309817314148],[0.2],[0.2857142857142857],[0.23529411280276827],[0.1],[0.16666666666666666],[0.12499999531250018],[0.2],[0.2857142857142857],[0.23529411280276827],[0.2533783783783784],[1.0003688322288243e-231],[0.15180364244730304],0.031273257300279,0.6108905271887364,0.6398128089391171,0.9594322817061557,0.7367118726113363
39_Language Model,1.0,2.0,1.0,1.6666666666666667,0.0,2.0,-2.407560348510742,-3.37458610534668,[0.3752528429031372],[0.36811041831970215],[0.37164732813835144],[0.3333333333333333],[0.2857142857142857],[0.3076923027218935],[0.16666666666666666],[0.16666666666666666],[0.16666666166666683],[0.3333333333333333],[0.2857142857142857],[0.3076923027218935],[0.2568493150684931],[1.3483065280626046e-231],[0.12933674578275622],0.676853136607381,0.364083345852912,0.4790524910895477,0.5099070128815815,0.4510142832746804
39_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.424886465072632,-3.4691808223724365,[0.6048244833946228],[0.8017405271530151],[0.6894986629486084],[0.3333333333333333],[0.5714285714285714],[0.4210526269252078],[0.2727272727272727],[0.5],[0.3529411719031142],[0.3333333333333333],[0.5714285714285714],[0.4210526269252078],[0.6285714285714286],[9.418382295637229e-232],[0.39610504374015776],0.3999486545914266,0.49374542225850504,0.44509099752394754,0.8960535644755983,0.6116299947526836
40_KV-MemNN,0.6666666666666666,2.6666666666666665,2.0,3.0,0.0,3.0,-5.4137043952941895,-6.106817722320557,[0.5174810886383057],[0.5787003040313721],[0.5463812351226807],[0.07142857142857142],[0.125],[0.09090908628099197],[0.0],[0.0],[0.0],[0.07142857142857142],[0.125],[0.09090908628099197],[0.058139534883720936],[9.418382295637229e-232],[0.07733937730860385],0.1707015694787285,0.7666018609379174,0.6463033877205672,0.7445852993041673,0.7191635159875506
40_Seq2Seq,1.0,3.0,2.333333333333333,2.6666666666666665,1.0,4.333333333333333,-3.6474380493164062,-4.395816326141357,[0.6555249691009521],[0.6610833406448364],[0.6582924127578735],[0.5],[0.5],[0.4999999950000001],[0.1111111111111111],[0.14285714285714285],[0.12499999507812519],[0.375],[0.375],[0.37499999500000003],[0.24390243902439024],[1.0244914152188952e-231],[0.2881816889130919],0.1238852139593783,0.7435887257037256,0.7818525069821847,0.7784657284047857,0.767968987030232
