id,Understandable,Natural,Maintains Context,Engaging,Uses Knowledge,Overall,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
0_KV-MemNN,1.0,3.0,1.0,3.0,0.6666666666666666,2.0,-4.068661689758301,-4.707963466644287,[0.44299575686454773],[0.4413420557975769],[0.44216737151145935],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.07352941176470588],[9.418382295637229e-232],[-0.09903850587547969],0.2399611387430176,0.22711479373910853,0.2165233079631476,0.016512294477353428,0.1533834653932032
0_Seq2Seq,1.0,1.6666666666666667,3.0,1.6666666666666667,0.0,3.0,-2.57314682006836,-4.192627906799316,[0.4495500326156616],[0.49324721097946167],[0.47038599848747253],[0.16666666666666666],[0.25],[0.1999999952000001],[0.0],[0.0],[0.0],[0.16666666666666666],[0.25],[0.1999999952000001],[0.15384615384615385],[1.1896457329133973e-231],[0.29577216504113524],0.8391466569977082,0.11282337176082481,0.17498357024080247,0.027429522677991272,0.10507882155987285
0_Language Model,0.3333333333333333,2.333333333333333,1.0,1.6666666666666667,0.0,2.0,-3.4286210536956787,-5.137809753417969,[0.5347452163696289],[0.48392537236213684],[0.5080676674842834],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.07936507936507937],[1.2508498911928379e-231],[0.12203985032517595],0.3178012765489533,0.10857603843267669,0.44623430389825575,0.45304530187786485,0.33595188140293236
0_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-3.452486276626587,-4.205271720886231,[0.4634912610054016],[0.45872387290000916],[0.46109527349472046],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.07692307692307693],[1.0003688322288243e-231],[-0.011976510525727235],0.0629259866116215,0.7495976475832122,0.7500686802338317,0.9413468603808843,0.8136710627326428
1_KV-MemNN,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,0.0,1.3333333333333333,-4.298622608184815,-4.196019649505615,[0.4274998605251312],[0.5050477981567383],[0.4630494713783264],[0.06666666666666667],[0.1111111111111111],[0.08333332864583361],[0.0],[0.0],[0.0],[0.06666666666666667],[0.1111111111111111],[0.08333332864583361],[0.05],[1.0377133938315695e-231],[-0.10416404619505482],0.1666979708793934,0.15763078655614307,0.06371818790634452,0.9252113908506895,0.3821867884377257
1_Seq2Seq,1.0,2.6666666666666665,2.0,2.6666666666666665,0.3333333333333333,2.6666666666666665,-3.1216063499450684,-3.903843402862549,[0.5360578894615173],[0.5425640940666199],[0.5392913222312927],[0.09090909090909091],[0.1111111111111111],[0.09999999505000023],[0.0],[0.0],[0.0],[0.09090909090909091],[0.1111111111111111],[0.09999999505000023],[0.05263157894736842],[1.2395288183339461e-231],[0.0905431604870679],0.3315005932180797,0.12623757400544025,0.1395695222010098,0.8431536538336958,0.3696535833467152
1_Language Model,1.0,3.0,1.0,1.3333333333333333,0.0,2.333333333333333,-2.8989953994750977,-3.62298583984375,[0.5225894451141357],[0.47736501693725586],[0.49895453453063965],[0.25],[0.2222222222222222],[0.23529411266435996],[0.0],[0.0],[0.0],[0.25],[0.2222222222222222],[0.23529411266435996],[0.11235955056179774],[1.2882297539194154e-231],[0.05489480978344008],0.0638132377764647,0.053304035459704587,0.0591666675359041,0.893251879744204,0.3352408609132709
1_New Human Generated,1.0,2.6666666666666665,3.0,3.0,1.0,4.666666666666667,-3.118259906768799,-3.3220129013061523,[0.5196723937988281],[0.5606877207756042],[0.5394014716148376],[0.08333333333333333],[0.1111111111111111],[0.09523809034013632],[0.0],[0.0],[0.0],[0.08333333333333333],[0.1111111111111111],[0.09523809034013632],[0.05263157894736842],[1.2395288183339461e-231],[0.07863699957799009],0.6302852946382828,0.25066112545376656,0.3797071715783337,0.2877523361747979,0.30604021106896606
2_KV-MemNN,1.0,2.6666666666666665,2.0,3.0,0.3333333333333333,3.0,-4.321244716644287,-5.503029823303223,[0.40158602595329285],[0.41024622321128845],[0.4058699309825897],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[9.257324954728539e-232],[0.0204499066553967],0.0519845487453945,0.27371861578328643,0.5539942054012441,0.3905490690327865,0.40608729673910576
2_Seq2Seq,0.6666666666666666,1.6666666666666667,3.0,2.0,0.3333333333333333,3.0,-2.757692575454712,-4.123374938964844,[0.4864477217197418],[0.42121997475624084],[0.4514901340007782],[0.3333333333333333],[0.4],[0.36363635867768596],[0.0],[0.0],[0.0],[0.3333333333333333],[0.4],[0.36363635867768596],[0.49145299145299143],[1.1200407237786664e-231],[0.2887085301036266],0.2681735256677797,0.3767076720559135,0.43084077998415127,0.07371814964621641,0.293755533895427
2_Language Model,1.0,2.0,3.0,2.333333333333333,0.0,3.0,-3.2357177734375,-3.6789472103118896,[0.3371993601322174],[0.33513128757476807],[0.33616214990615845],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[9.788429383461836e-232],[0.06092148800754826],0.0525816046868587,0.06477948221791434,0.7987471746241949,0.9517096430571156,0.6050787666330749
2_New Human Generated,1.0,3.0,2.6666666666666665,3.0,1.0,5.0,-3.9766807556152335,-4.567287921905518,[0.5449692606925964],[0.698682427406311],[0.6123265027999878],[0.2],[0.6],[0.29999999625],[0.0],[0.0],[0.0],[0.13333333333333333],[0.4],[0.19999999625000006],[0.3225806451612903],[8.972141065609098e-232],[0.25254930957985955],0.3479822339657895,0.6846134441800016,0.7751302843192681,0.944221539034569,0.801321755844613
3_KV-MemNN,1.0,3.0,3.0,3.0,0.6666666666666666,4.666666666666667,-3.919304609298706,-5.074954032897949,[0.4764825403690338],[0.42701098322868347],[0.45039230585098267],[0.125],[0.07692307692307693],[0.0952380905215422],[0.0],[0.0],[0.0],[0.125],[0.07692307692307693],[0.0952380905215422],[0.03496503496503496],[1.0832677820940877e-231],[-0.0374299754659837],0.1639287100108323,0.7072982135834772,0.6488644442315838,0.9456025256038508,0.7672550611396373
3_Seq2Seq,1.0,2.333333333333333,3.0,2.333333333333333,1.0,3.333333333333333,-2.546133518218994,-2.844780921936035,[0.5144667625427246],[0.48028403520584106],[0.4967880845069885],[0.2857142857142857],[0.15384615384615385],[0.19999999545000013],[0.0],[0.0],[0.0],[0.2857142857142857],[0.15384615384615385],[0.19999999545000013],[0.10344827586206895],[1.2183324802375697e-231],[0.050734931940253136],0.9197654853390164,0.8783313539110106,0.8967147482502732,0.9188601095524944,0.897968737237926
3_Language Model,1.0,3.0,1.0,2.0,0.0,2.0,-3.5260491371154785,-3.5049753189086914,[0.57077956199646],[0.4980442523956299],[0.5319370031356812],[0.1111111111111111],[0.07692307692307693],[0.09090908607438043],[0.0],[0.0],[0.0],[0.1111111111111111],[0.07692307692307693],[0.09090908607438043],[0.034722222222222224],[1.2508498911928379e-231],[0.018259312857996424],0.0176654711743456,0.34545029388817095,0.26334878406582823,0.9451881654335889,0.5179957477958627
3_New Human Generated,1.0,3.0,2.0,2.6666666666666665,1.0,3.6666666666666665,-2.350785732269287,-2.983097553253174,[0.5150005221366882],[0.49004408717155457],[0.5022124648094177],[0.16666666666666666],[0.15384615384615385],[0.15999999500800016],[0.0],[0.0],[0.0],[0.16666666666666666],[0.15384615384615385],[0.15999999500800016],[0.06802721088435373],[9.788429383461836e-232],[0.026606462158090594],0.014263224259538,0.6723610802028409,0.6335767535414873,0.9284707389249973,0.7448028575564418
4_KV-MemNN,1.0,1.6666666666666667,2.6666666666666665,2.333333333333333,0.0,2.333333333333333,-3.608819723129273,-3.86448073387146,[0.5442311763763428],[0.5114108920097351],[0.5273107886314392],[0.36363636363636365],[0.26666666666666666],[0.3076923028106509],[0.09090909090909091],[0.06666666666666667],[0.07692307204142042],[0.18181818181818182],[0.13333333333333333],[0.1538461489644972],[0.25841750841750843],[1.384292958842266e-231],[0.08624512387939798],0.1110524442786831,0.0035592421386413725,0.004010776842871141,0.909076836800415,0.3055489519273092
4_Seq2Seq,1.0,2.0,2.6666666666666665,2.6666666666666665,1.0,3.6666666666666665,-3.411660432815552,-4.005654335021973,[0.7736942768096924],[0.633094310760498],[0.6963682174682617],[0.4],[0.26666666666666666],[0.31999999520000005],[0.0],[0.0],[0.0],[0.4],[0.26666666666666666],[0.31999999520000005],[0.3469387755102041],[1.384292958842266e-231],[0.3588537206193645],0.0242587430977348,0.002662543209166634,0.003421207735474427,0.845975712511501,0.2840198211520474
4_Language Model,1.0,3.0,3.0,3.0,0.0,4.333333333333333,-3.7612907886505127,-3.673136949539185,[0.6198247671127319],[0.539921760559082],[0.5771207809448242],[0.2],[0.13333333333333333],[0.15999999520000013],[0.0],[0.0],[0.0],[0.2],[0.13333333333333333],[0.15999999520000013],[0.09202453987730061],[1.3483065280626046e-231],[0.14189979554423038],0.1953337712641855,0.0025964280226300424,0.0031636641477361246,0.9167358864523367,0.307498659540901
4_New Human Generated,1.0,3.0,1.3333333333333333,3.0,1.0,3.6666666666666665,-2.922961950302124,-3.819669246673584,[0.7180992364883423],[0.6459628343582153],[0.6801236271858215],[0.6363636363636364],[0.4666666666666667],[0.5384615335798818],[0.2],[0.13333333333333333],[0.15999999520000013],[0.5454545454545454],[0.4],[0.46153845665680476],[0.3490542558486809],[1.1896457329133973e-231],[0.3495560330309796],0.2519615462516018,0.0021141887451492994,0.0019662195193017686,0.9299487384269619,0.31134304889713765
5_KV-MemNN,1.0,3.0,2.6666666666666665,2.6666666666666665,0.0,3.333333333333333,-2.991650104522705,-3.981297731399536,[0.49848616123199463],[0.5200195908546448],[0.5090252161026001],[0.1],[0.1111111111111111],[0.1052631529085875],[0.0],[0.0],[0.0],[0.1],[0.1111111111111111],[0.1052631529085875],[0.05494505494505494],[1.0244914152188952e-231],[0.08393132233304867],0.1083743875397575,0.26492826721785706,0.32983217614064997,0.9561563720045207,0.5169722717876759
5_Seq2Seq,1.0,3.0,3.0,2.6666666666666665,1.0,4.666666666666667,-2.493797779083252,-3.517613172531128,[0.4575972259044647],[0.45616140961647034],[0.4568781852722168],[0.2222222222222222],[0.2222222222222222],[0.22222221722222232],[0.0],[0.0],[0.0],[0.2222222222222222],[0.2222222222222222],[0.22222221722222232],[0.10989010989010987],[1.0244914152188952e-231],[0.10811958793288912],0.1726298912301825,0.21333412230949456,0.15259872155381726,0.6577348952069701,0.341222579690094
5_Language Model,1.0,3.0,1.3333333333333333,2.0,0.0,2.333333333333333,-2.7774922847747803,-3.468965768814087,[0.5590901374816895],[0.5345662832260132],[0.5465532541275024],[0.3333333333333333],[0.4444444444444444],[0.38095237605442184],[0.07692307692307693],[0.125],[0.0952380905215422],[0.3333333333333333],[0.4444444444444444],[0.38095237605442184],[0.21052631578947367],[9.418382295637229e-232],[0.16246337012737144],0.2366980690920914,0.06266631041774115,0.1213768695661309,0.2964074322607841,0.16015020408155203
5_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-4.502999305725098,-4.585546493530273,[0.516666054725647],[0.5262466669082642],[0.5214123725891113],[0.1],[0.1111111111111111],[0.1052631529085875],[0.0],[0.0],[0.0],[0.1],[0.1111111111111111],[0.1052631529085875],[0.05494505494505494],[1.0244914152188952e-231],[0.09361704003409943],0.5480822918737528,0.1245657774711166,0.0882597096258794,0.882293677216408,0.36503972143780133
6_KV-MemNN,1.0,3.0,2.6666666666666665,3.0,0.6666666666666666,4.0,-3.1774444580078125,-3.9404616355896,[0.5781077742576599],[0.5617265701293945],[0.5697994232177734],[0.4444444444444444],[0.36363636363636365],[0.39999999505],[0.125],[0.09090909090909091],[0.1052631530193908],[0.4444444444444444],[0.36363636363636365],[0.39999999505],[0.26976495726495725],[1.0518351895246305e-231],[0.1821574883719198],0.0872168260254786,0.41068150007337545,0.43232056786981404,0.9286870099165049,0.5905630259532315
6_Seq2Seq,1.0,3.0,2.0,2.6666666666666665,0.0,3.6666666666666665,-3.270211696624756,-4.942398071289063,[0.745146632194519],[0.5582019090652466],[0.6382671594619751],[0.4],[0.18181818181818182],[0.2499999957031251],[0.0],[0.0],[0.0],[0.4],[0.18181818181818182],[0.2499999957031251],[0.08849557522123892],[1.2183324802375697e-231],[0.253382554090973],0.5237286091648,0.3308821493615055,0.503182668184065,0.9385113221107442,0.5908587132187716
6_Language Model,1.0,2.6666666666666665,1.0,2.0,0.0,1.6666666666666667,-3.003208875656128,-3.156442403793335,[0.46210503578186035],[0.3845723867416382],[0.41978877782821655],[0.14285714285714285],[0.09090909090909091],[0.11111110635802489],[0.0],[0.0],[0.0],[0.14285714285714285],[0.09090909090909091],[0.11111110635802489],[0.041666666666666664],[9.788429383461836e-232],[0.04736424306948439],0.0893347450685596,0.45432957479866654,0.4386169782861682,0.9489529607001534,0.613966504594996
6_New Human Generated,1.0,3.0,3.0,2.6666666666666665,1.0,5.0,-4.068524360656738,-4.157160758972168,[0.6884135007858276],[0.6170411109924316],[0.6507762670516968],[0.5],[0.36363636363636365],[0.42105262670360116],[0.0],[0.0],[0.0],[0.5],[0.36363636363636365],[0.42105262670360116],[0.17241379310344826],[0],[0.3192394266351738],0.0988818359724627,0.3620775627058077,0.3894586414850292,0.9022159041289977,0.5512507027732781
7_KV-MemNN,1.0,3.0,1.0,3.0,0.0,3.0,-3.322537899017334,-3.718353271484375,[0.42800453305244446],[0.511232316493988],[0.4659309387207031],[0.058823529411764705],[0.14285714285714285],[0.08333332920138908],[0.0],[0.0],[0.0],[0.058823529411764705],[0.14285714285714285],[0.08333332920138908],[0.05555555555555556],[1.0518351895246305e-231],[-0.16299193447199944],0.0367667113508185,0.15316429824542058,0.2031105089529534,0.9510661175205882,0.4357803082396541
7_Seq2Seq,1.0,2.6666666666666665,1.6666666666666667,2.6666666666666665,1.0,3.333333333333333,-2.516464948654175,-4.265332221984863,[0.6319490075111389],[0.5866730213165283],[0.6084699630737305],[0.3333333333333333],[0.2857142857142857],[0.3076923027218935],[0.0],[0.0],[0.0],[0.3333333333333333],[0.2857142857142857],[0.3076923027218935],[0.3194444444444444],[1.4256605770826504e-231],[0.20720279918383666],0.4904990905711346,0.3003503743132549,0.37240491353859007,0.47649675613130715,0.38308401466105074
7_Language Model,1.0,3.0,3.0,2.333333333333333,0.6666666666666666,4.333333333333333,-2.3012280464172363,-3.880112171173096,[0.5663545727729797],[0.5827057361602783],[0.5744138360023499],[0.2222222222222222],[0.2857142857142857],[0.24999999507812506],[0.0],[0.0],[0.0],[0.2222222222222222],[0.2857142857142857],[0.24999999507812506],[0.12048192771084339],[1.3165594234639305e-231],[0.2228405353792976],0.0275134365491556,0.08317513097260028,0.09735913162405252,0.05346920160363426,0.07800115473342902
7_New Human Generated,1.0,3.0,2.6666666666666665,3.0,1.0,4.666666666666667,-3.0049524307250977,-3.334320545196533,[0.5059341192245483],[0.5732528567314148],[0.537493884563446],[0.05263157894736842],[0.14285714285714285],[0.07692307298816588],[0.0],[0.0],[0.0],[0.05263157894736842],[0.14285714285714285],[0.07692307298816588],[0.10309278350515463],[1.2183324802375697e-231],[-0.05995096464647842],0.0222845797557416,0.27504179144146207,0.20415727609040654,0.9540527472778559,0.4777506049365748
8_KV-MemNN,1.0,3.0,1.6666666666666667,2.0,0.0,2.333333333333333,-4.133884906768799,-4.757653713226318,[0.5474323630332947],[0.5619493722915649],[0.554595947265625],[0.3],[0.21428571428571427],[0.24999999513888896],[0.1111111111111111],[0.07142857142857142],[0.0869565169754256],[0.3],[0.21428571428571427],[0.24999999513888896],[0.15678254942058623],[1.2183324802375697e-231],[0.04388029214617528],0.0720423913849285,0.21015962514939932,0.32308456448757517,0.00924617394419215,0.18083012119372222
8_Seq2Seq,1.0,2.6666666666666665,2.0,2.0,1.0,2.333333333333333,-2.235384225845337,-2.2772045135498047,[0.6812238097190857],[0.5836718082427979],[0.6286860704421997],[0.3333333333333333],[0.21428571428571427],[0.26086956045368626],[0.0],[0.0],[0.0],[0.3333333333333333],[0.21428571428571427],[0.26086956045368626],[0.12269938650306748],[1.3483065280626046e-231],[0.2341319061753998],0.9453534084368972,0.9267082311177834,0.9406827977343661,0.9553726910725642,0.9409212399749046
8_Language Model,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.0,1.3333333333333333,-2.628845930099488,-3.611340522766113,[0.38802599906921387],[0.4275723099708557],[0.40684041380882263],[0.42857142857142855],[0.21428571428571427],[0.28571428126984133],[0.0],[0.0],[0.0],[0.42857142857142855],[0.21428571428571427],[0.28571428126984133],[0.15243902439024393],[1.3165594234639305e-231],[-0.03585416322788548],0.8339618110278814,0.3866996913443559,0.40808432324227434,0.2244149689264094,0.3397329945043466
8_New Human Generated,1.0,3.0,2.333333333333333,2.6666666666666665,1.0,4.333333333333333,-2.472187757492065,-3.386782646179199,[0.5405377149581909],[0.55252605676651],[0.5464661121368408],[0.15384615384615385],[0.14285714285714285],[0.14814814315500704],[0.0],[0.0],[0.0],[0.15384615384615385],[0.14285714285714285],[0.14814814315500704],[0.11904761904761907],[1.1008876702055895e-231],[0.06746433188215084],0.799727194384888,0.5663665880349069,0.5821056317227203,0.9315820080751369,0.693351409277588
9_KV-MemNN,1.0,2.6666666666666665,3.0,3.0,0.6666666666666666,4.333333333333333,-4.603753566741943,-5.490562438964844,[0.36696404218673706],[0.35959187150001526],[0.3632405698299408],[0.058823529411764705],[0.125],[0.07999999564800023],[0.0],[0.0],[0.0],[0.058823529411764705],[0.125],[0.07999999564800023],[0.05555555555555556],[8.844844403089351e-232],[-0.05524644797769507],0.290887850559037,0.4048879046412715,0.5033976414251191,0.3184236377115563,0.40890306125931564
9_Seq2Seq,1.0,3.0,1.6666666666666667,2.6666666666666665,1.0,4.0,-2.800607204437256,-3.186269044876098,[0.46410447359085083],[0.4452606737613678],[0.45448732376098633],[0.375],[0.375],[0.37499999500000003],[0.0],[0.0],[0.0],[0.25],[0.25],[0.24999999500000009],[0.1875],[1.0832677820940877e-231],[0.07217934111878432],0.2523412599425138,0.4616916126297298,0.482967974705689,0.9233022402349402,0.6226539425234531
9_Language Model,1.0,3.0,1.6666666666666667,2.6666666666666665,0.0,3.333333333333333,-3.190634489059448,-4.110763549804688,[0.5507022142410278],[0.4356847107410431],[0.4864876866340637],[0.16666666666666666],[0.125],[0.14285713795918387],[0.0],[0.0],[0.0],[0.16666666666666666],[0.125],[0.14285713795918387],[0.06410256410256411],[1.1640469867513693e-231],[0.08207186369973496],0.1815215932794825,0.402457985556219,0.42425830639909756,0.9496650349806657,0.5921271089786607
9_New Human Generated,1.0,3.0,3.0,2.6666666666666665,1.0,4.666666666666667,-4.218639850616455,-4.464053153991699,[0.4599982500076294],[0.4719638526439667],[0.46590420603752136],[0.07692307692307693],[0.125],[0.0952380905215422],[0.0],[0.0],[0.0],[0.07692307692307693],[0.125],[0.0952380905215422],[0.1149425287356322],[1.1008876702055895e-231],[0.02007895499171819],0.1564382876238016,0.2973250705633066,0.44176295899762175,0.9392880064306504,0.5594586786638596
10_KV-MemNN,1.0,3.0,1.0,3.0,1.0,3.333333333333333,-3.381055355072021,-2.916609764099121,[0.5080589652061462],[0.48442599177360535],[0.49596112966537476],[0.2857142857142857],[0.16666666666666666],[0.2105263111357342],[0.0],[0.0],[0.0],[0.2857142857142857],[0.16666666666666666],[0.2105263111357342],[0.0847457627118644],[1.2183324802375697e-231],[0.029477854113886703],0.9009330192715423,0.8207086768596309,0.8136888295327174,0.9147546692734232,0.8497173918885905
10_Seq2Seq,1.0,3.0,2.6666666666666665,2.333333333333333,0.0,4.333333333333333,-2.514813184738159,-3.003588914871216,[0.6516801714897156],[0.5630311369895935],[0.6041209101676941],[0.375],[0.25],[0.29999999520000004],[0.0],[0.0],[0.0],[0.375],[0.25],[0.29999999520000004],[0.17241379310344826],[1.2882297539194154e-231],[0.06215489217741765],0.9606704267314125,0.7268425815640588,0.8195981276944121,0.9428035945079764,0.8297481012554825
10_Language Model,1.0,3.0,1.3333333333333333,2.0,0.0,3.0,-3.9974889755249023,-3.463833808898926,[0.6945368051528931],[0.5275443196296692],[0.599631130695343],[0.5],[0.25],[0.33333332888888895],[0.0],[0.0],[0.0],[0.5],[0.25],[0.33333332888888895],[0.13157894736842105],[1.384292958842266e-231],[0.04398800308533024],0.1102572894259752,0.38284056549101664,0.4409776766886507,0.9544831403386488,0.5927671275061054
10_New Human Generated,1.0,3.0,2.0,2.6666666666666665,1.0,4.333333333333333,-2.21268081665039,-3.1726694107055664,[0.4260944724082947],[0.47984611988067627],[0.45137569308280945],[0.05263157894736842],[0.08333333333333333],[0.06451612428720119],[0.0],[0.0],[0.0],[0.05263157894736842],[0.08333333333333333],[0.06451612428720119],[0.07692307692307693],[8.412065649527267e-232],[-0.09116551020740893],0.8405549821231956,0.5702562256934521,0.5712956761551357,0.7361197379998513,0.6258905466161463
11_KV-MemNN,0.3333333333333333,1.0,2.0,1.6666666666666667,0.0,1.6666666666666667,-3.775714635848999,-4.632937431335449,[0.4463920295238495],[0.45158711075782776],[0.4489745497703552],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[9.257324954728539e-232],[-0.049988255601409515],0.238079060308186,0.7275714053933747,0.5844038030191,0.49568182272663597,0.6025523437130369
11_Seq2Seq,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,-2.947669506072998,-3.170092821121216,[0.4848865866661072],[0.45907238125801086],[0.47162652015686035],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[1.2183324802375697e-231],[0.03406885509766422],0.5378010991665814,0.593221375006769,0.7713901469573214,0.8317708123690709,0.7321274447777205
11_Language Model,1.0,3.0,1.6666666666666667,1.6666666666666667,0.0,2.6666666666666665,-1.8931502103805544,-2.6139912605285645,[0.5448354482650757],[0.5884575843811035],[0.5658069849014282],[0.3333333333333333],[0.36363636363636365],[0.3478260819659736],[0.09090909090909091],[0.09090909090909091],[0.09090908590909119],[0.3333333333333333],[0.36363636363636365],[0.3478260819659736],[0.20661157024793386],[1.1409851298103347e-231],[0.12262482079196968],0.7981091114479124,0.8091737381044417,0.8785973036463569,0.8623427410438614,0.85003792759822
11_New Human Generated,1.0,3.0,2.6666666666666665,2.6666666666666665,1.0,4.333333333333333,-2.956519842147827,-3.7238502502441406,[0.4929497241973877],[0.5180296301841736],[0.5051785707473755],[0.05555555555555555],[0.09090909090909091],[0.06896551253269949],[0.0],[0.0],[0.0],[0.05555555555555555],[0.09090909090909091],[0.06896551253269949],[0.07692307692307693],[1.0003688322288243e-231],[0.06699516777133707],0.4060681926620541,0.8829920915692006,0.7042387963692017,0.8984839947144203,0.8285716275509408
12_KV-MemNN,1.0,2.6666666666666665,2.0,2.6666666666666665,1.0,3.6666666666666665,-2.7343876361846924,-3.109102964401245,[0.45058169960975647],[0.41139692068099976],[0.43009865283966064],[0.09090909090909091],[0.09090909090909091],[0.09090908590909119],[0.0],[0.0],[0.0],[0.09090909090909091],[0.09090909090909091],[0.09090908590909119],[0.08333333333333333],[1.1640469867513693e-231],[-0.013812169445389433],0.3713378446804878,0.21358913526269402,0.28375243722074844,0.9123469530082129,0.4698961751638851
12_Seq2Seq,0.6666666666666666,1.6666666666666667,2.0,1.6666666666666667,0.6666666666666666,2.333333333333333,-2.649680852890014,-3.680909395217896,[0.4231853485107422],[0.4194827079772949],[0.4213258922100067],[0.1111111111111111],[0.09090909090909091],[0.09999999505000023],[0.0],[0.0],[0.0],[0.1111111111111111],[0.09090909090909091],[0.09999999505000023],[0.04201680672268908],[1.0003688322288243e-231],[0.049094160537287435],0.5482987379647944,0.09229630365315523,0.12063226528359995,0.24662993885355416,0.15318616926343645
12_Language Model,1.0,2.0,2.0,1.3333333333333333,0.6666666666666666,2.333333333333333,-2.866464853286743,-3.196070432662964,[0.41267821192741394],[0.3622806966304779],[0.3858407139778137],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0423728813559322],[1.2183324802375697e-231],[0.03819274691644514],0.8928924861044553,0.08420573045403702,0.5565816383513538,0.9143924741312902,0.5183932809788937
12_New Human Generated,1.0,2.6666666666666665,3.0,3.0,1.0,4.666666666666667,-4.338836669921875,-4.803722858428955,[0.48059001564979553],[0.4900021255016327],[0.48525044322013855],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.03968253968253969],[1.1640469867513693e-231],[0.034022271332802445],0.5116702859915092,0.49387478991413813,0.4275523840918031,0.8366133298213916,0.5860135012757776
13_KV-MemNN,1.0,3.0,1.6666666666666667,2.0,0.0,2.333333333333333,-2.09877872467041,-2.7048354148864746,[0.6400341391563416],[0.5889201164245605],[0.6134141683578491],[0.375],[0.42857142857142855],[0.3999999950222222],[0.0],[0.0],[0.0],[0.375],[0.42857142857142855],[0.3999999950222222],[0.22471910112359547],[1.0832677820940877e-231],[0.3812497144546101],0.4123561866082717,0.6613604296576147,0.7546143363998196,0.8002956567303884,0.7387568075959409
13_Seq2Seq,1.0,3.0,3.0,2.6666666666666665,0.6666666666666666,4.666666666666667,-1.8011624813079834,-2.8623499870300293,[0.6835020184516907],[0.5514569282531738],[0.6104201674461365],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.16853932584269662],[1.4256605770826504e-231],[0.4391623277961635],0.7945834711093817,0.7420178933468408,0.865882196705436,0.9396204136012245,0.8491735012178337
13_Language Model,1.0,3.0,1.6666666666666667,2.333333333333333,0.0,2.6666666666666665,-2.1334004402160645,-3.011785984039306,[0.5751445889472961],[0.5493079423904419],[0.5619294047355652],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.10416666666666666],[1.1008876702055895e-231],[0.04646684672605905],0.0073830476860916,0.4089566076259785,0.47451414087594446,0.9591250197003381,0.6141985894007537
13_New Human Generated,1.0,3.0,3.0,3.0,1.0,5.0,-2.695776462554932,-3.293179512023926,[0.5679851770401001],[0.5917127132415771],[0.5796061754226685],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.0],[0.2607709750566893],[1.1808001696991507e-231],[0.13731880816540087],0.4750593490670489,0.726343003537775,0.5620432891698112,0.9004551477780355,0.7296138134952073
14_KV-MemNN,0.3333333333333333,2.0,1.0,1.3333333333333333,0.0,1.3333333333333333,-3.841208934783936,-4.2271409034729,[0.4919297695159912],[0.4760951101779938],[0.48388296365737915],[0.17647058823529413],[0.1875],[0.18181817682277332],[0.0],[0.0],[0.0],[0.11764705882352941],[0.125],[0.12121211621671278],[0.11695906432748537],[1.0518351895246305e-231],[-0.004462323526189138],0.2619675032053244,0.4126137870419795,0.6389119300821448,0.08718509189652048,0.3795702696735483
